CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
88,0,86,0,4300,1988,2009
92,0,85,0,4400,1988,2009
90,74,67,0,3172,1994,1994
96,74,66,0,4450,1994,1994
93,0,76,0,4450,1993,2017
97,82,71,0,4000,1994,1994
97,80,79,0,3408,2012,2012
92,63,64,0,9000,2005,2005
98,70,57,0,11733,2019,2019
75,65,63,0,16667,2001,2001
87,65,69,0,8775,2001,2001
100,0,77,0,3908,1940,2023
100,0,77,0,5300,1985,2023
100,0,77,0,1405,1985,2023
100,0,2,0,4420,2023,2023
46,0,46,0,4133,,0
24,28,35,0,1156,1986,1986
100,0,83,0,1512,1959,2023
67,0,55,0,4150,1968,1999
72,0,47,0,4125,1999,1999
44,67,39,0,4522,1997,1997
99,0,90,0,5078,1968,2021
88,42,68,0,9250,2014,2014
91,58,62,0,7769,1990,1990
75,38,56,0,11391,1991,1991
75,23,49,0,11862,1992,1992
49,25,33,0,9730,1982,1982
91,0,66,0,4080,1993,2006
99,0,79,2.6,5655,1931,2022
98,0,83,0,5480,1931,2022
71,0,55,0,3623,1974,2004
84,62,64,0,2213,1974,1974
42,0,55,0,1515,1934,1999
60,0,39,0,1330,1952,1999
95,0,94,0,1050,1952,2022
61,0,57,0,1770,1936,1990
92,0,90,0,2440,1978,2022
99,0,92,0,2143,1973,2022
95,83,82,0,2764,2009,2009
94,84,79,0,2850,2009,2009
94,73,60,0,2484,2002,2002
93,77,71,0,1645,2002,2002
79,0,68,0,3832,1963,2007
50,0,76,0,4150,1967,2007
43,0,85,0,4150,1929,2007
50,0,87,0,4255,1967,2007
100,0,97,0,4166,1971,2020
88,0,83,0,4045,1960,2013
64,0,60,0,1673,1954,1993
60,0,51,0,1520,1954,1993
100,0,77,0,1508,1954,2023
100,0,83,0,1084,1950,2022
100,0,82,0,1140,1956,2022
100,0,82,0,1280,1956,2022
88,0,93,0,1573,1956,2013
77,0,67,0,1810,1952,2012
100,0,94,0,2130,1952,2021
91,76,80,0,3540,2000,2000
99,79,72,0,2266,2011,2011
99,79,75,0,2832,2011,2011
92,0,82,0,3912,1993,2012
36,75,73,0,4860,1995,1995
74,72,66,0,5166,1996,1996
6,28,0,0,7707,1978,1978
3,30,0,0,9033,1991,1991
13,56,21,0,6475,1977,1977
14,46,9,0,4500,1978,1978
16,13,6,0,3150,1977,1977
97,0,90,0,1970,1960,2022
85,0,82,0,1327,1960,2016
96,0,51,0,4366,1967,2021
100,0,84,0,3740,1933,2021
100,0,93,0,3433,1934,2021
48,0,58,0,2192,1952,1994
40,0,44,0,1690,1952,1994
70,0,57,0,3316,1951,2016
60,0,72,0,820,1980,2001
51,0,72,0,820,1980,2001
85,0,41,0,3863,1931,1994
78,78,60,0,3930,1993,1993
84,0,81,0,3930,1931,2019
82,0,79,0,3930,1931,2019
90,74,70,0,3930,1993,1993
99,60,70,0,3930,1993,1993
84,0,82,0,3930,1993,2019
83,0,77,0,3735,1931,2019
80,0,73,0,3540,1993,2019
92,0,46,0,2740,1986,2021
56,0,12,0,3660,1936,1997
67,0,11,0,2608,1965,1997
99,0,93,0,4940,1930,2020
100,0,89,0,4940,1970,2020
100,0,94,0,4960,1930,2020
100,0,95,0,4982,1970,2020
100,0,89,0,5600,1970,2020
100,0,77,0,4177,1970,2023
83,0,95,0,2549,1965,2014
65,0,86,0,2740,1971,2011
67,0,87,0,2930,1929,2011
73,0,86,0,3800,1930,2011
70,70,59,0,5267,2007,2007
66,56,56,0,6900,2007,2007
67,66,56,0,8225,2007,2007
68,0,77,0,5360,1973,2006
80,0,78,0,4065,1972,2006
99,0,98,0,1920,1950,2021
97,0,81,0,1920,1949,2021
98,0,81,0,2207,1949,2021
98,0,83,0,2350,1949,2021
100,0,92,0,1845,1949,2019
99,0,95,0,1520,1949,2019
65,0,62,0,1640,1963,2000
45,0,59,0,1760,1963,2000
61,0,50,0,2170,1963,2000
99,0,83,0,5700,1970,2011
97,0,86,0,7716,1970,2011
100,0,92,0,10050,1970,2011
98,0,94,0,10050,1970,2011
97,79,86,0,10744,1970,2009
97,77,86,0,12350,1969,2009
95,78,89,0,12400,2013,2013
92,76,75,0,11790,2016,2016
98,72,67,0,13757,2018,2018
93,70,64,0,12366,2018,2018
86,0,79,0,4320,1958,2008
87,0,80,0,4687,1958,2008
71,0,73,0,4852,1958,2005
68,0,79,0,4660,1929,2005
52,0,79,0,5260,1929,2005
50,0,69,0,2622,1973,2005
55,0,69,0,2956,1964,2005
81,0,62,0,4183,1964,2018
87,0,64,0,5833,1964,2018
60,0,80,0,2420,1972,2006
61,0,82,0,2760,1972,2012
82,0,92,0,3896,1972,2012
75,0,77,0,3886,1971,2000
84,0,78,0,4710,1960,2021
86,0,76,0,7818,1956,2021
97,0,87,0,4670,1967,2021
45,0,80,0,3366,1967,1990
69,0,83,0,3100,1965,2012
65,72,54,0,1275,1961,1994
49,0,46,0,2047,1961,1964
19,59,30,0,2647,1982,1982
51,0,72,0,2760,1982,1995
71,0,49,0,3403,1938,1964
59,13,6,0,3996,1964,1964
83,0,68,0,2393,1979,2018
99,80,88,0,1900,1979,2017
100,100,71,0,1700,2021,2021
46,0,56,0,1500,1980,2000
49,0,62,0,1500,1980,2000
92,79,64,0,16093,2014,2014
100,75,84,0,18337,2020,2020
100,100,69,0,14612,2021,2021
100,0,100,0,6412,,0
100,68,65,0,16567,2021,2021
96,0,81,0,6600,1968,2019
85,77,53,0,7537,1996,1996
81,0,79,0,8883,1992,2013
92,0,91,0,10466,2019,2019
84,0,83,0,10500,1992,2008
87,0,69,0,7458,1964,2018
98,0,96,0,8316,1964,2022
99,73,76,0,7807,2011,2011
98,75,77,0,9946,2011,2011
90,0,77,0,12593,1974,2012
86,0,81,0,14462,1964,2012
91,0,81,0,14270,1964,2012
80,0,70,0,9512,1964,2012
84,0,63,0,8225,1964,2012
96,77,74,0,7966,2013,2013
63,0,86,0,3513,1929,2012
100,0,83,0,3390,1957,2023
100,0,83,0,3390,1957,2023
100,0,83,0,3390,1985,2023
65,0,70,0,3977,1929,2004
65,0,62,0,3141,1961,2004
79,0,71,0,3140,1958,2004
78,0,65,0,2660,1929,2004
96,73,58,0,2180,1991,1991
45,0,56,0,1770,1980,2000
100,0,100,0,2650,1969,2019
55,0,61,0,2805,1969,1992
56,0,39,0,3400,1968,1992
25,33,23,0,6465,1984,1984
100,0,85,0,849,1956,2023
100,0,85,0,1540,1997,2023
100,0,85,0,1540,1997,2023
97,0,91,1.94,1548,1956,2019
97,0,96,0,1150,1956,2019
77,0,75,0,9775,1992,2012
70,0,83,0,10358,1992,2013
67,0,83,0,8578,1992,2013
92,77,69,0,7563,1999,1999
100,0,92,0,7450,1967,2018
99,79,81,0,7391,2010,2010
100,76,69,0,7400,2015,2015
100,80,58,0,7400,2015,2015
98,80,81,0,7204,2010,2010
96,0,86,0,7666,1961,2010
99,81,89,0,6787,2020,2020
94,68,66,0,5333,1995,1995
98,78,85,0,4358,2020,2020
100,100,69,0,4610,2022,2022
81,0,63,0,3814,1963,2012
80,0,69,0,3600,1963,2012
100,0,83,0,3550,1963,2023
88,0,88,0,3650,1963,2016
95,76,70,0,5043,1996,1996
95,73,65,0,6283,1996,1996
89,70,57,0,2217,1991,1991
53,0,62,0,2290,1964,2003
51,0,70,0,2953,1964,2003
98,0,61,0,3885,1964,2003
99,0,94,0,3453,1962,2022
100,0,98,0,3545,1962,2022
100,0,95,0,3980,1962,2022
100,0,95,0,3980,1962,2022
100,0,100,0,4165,1962,2022
98,0,96,0,1023,1956,2019
98,0,98,0,1340,1956,2019
82,0,84,4.9,1985,1956,2019
67,0,45,0,3115,1994,1994
70,0,61,0,4367,1954,1994
54,0,28,0,5245,1963,1963
95,30,44,0,3480,1963,1963
91,0,86,0,5055,1930,2019
46,39,32,0,6091,1982,1982
80,59,22,0,4330,1988,1988
95,0,86,0,7750,1961,2009
93,80,77,0,7550,1959,2008
100,100,71,0,7783,2023,2023
79,78,81,0,8650,1959,2008
39,76,77,0,8562,1959,2008
42,75,76,0,8550,1959,2008
77,78,79,0,8750,1959,2008
79,75,77,0,8725,1959,2008
30,75,76,0,9300,1959,2008
94,76,71,0,6100,2005,2005
96,76,69,0,5825,2005,2005
69,86,72,0,5775,2011,2011
84,78,74,0,3087,2011,2011
99,81,86,0,3300,2021,2021
100,79,81,0,2816,2022,2022
87,0,81,0,6400,1936,2009
100,0,74,0,,2023,2023
79,0,77,0,7467,1927,2009
100,82,87,0,8000,2022,2022
99,80,85,0,4100,2018,2018
84,0,89,0,4350,1962,2013
88,0,92,0,5500,1962,2013
77,0,58,0,8780,1962,1990
14,0,17,0,6210,1998,1998
31,29,12,0,4912,1966,1966
70,0,26,0,4294,1967,1995
90,68,44,0,4500,2006,2006
90,72,51,0,3627,2006,2006
54,75,54,0,4569,2006,2006
42,69,54,0,4300,2006,2006
87,66,40,0,4330,1988,1988
54,0,50,0,3490,1961,1995
59,0,48,0,2650,1961,1995
73,0,54,0,2946,1955,2004
89,62,58,0,3720,1987,1987
77,0,46,0,5187,1984,2006
97,0,50,0,7120,1984,2020
82,0,55,0,4937,1950,2014
93,0,89,0,3250,1930,2018
87,79,93,0,1520,1996,1996
48,74,77,0,9950,1959,2008
99,77,71,0,11313,2014,2014
99,73,71,0,12462,2013,2013
97,81,69,0,14622,2013,2013
100,80,74,0,21250,2011,2011
89,78,70,0,17270,2016,2016
96,76,67,0,15858,2017,2017
99,83,82,0,19700,2011,2011
96,83,81,0,16966,2011,2011
68,0,85,0,7600,1972,2007
68,75,62,0,4750,1999,1999
100,81,80,0,4050,2018,2018
45,80,73,0,6016,1992,1992
68,0,59,0,7512,1927,1990
75,0,61,0,7850,1926,2003
99,0,94,0,7044,1986,2022
100,83,85,0,9600,2014,2014
77,0,73,0,11275,1981,2015
71,0,68,0,14175,1981,2009
97,0,84,0,12550,1958,2015
95,0,77,0,12550,1958,2015
94,0,82,0,13807,1958,2015
96,80,79,0,15550,2014,2014
94,77,75,0,23728,2014,2014
47,84,81,0,33800,1992,1992
97,0,95,0,34247,1965,2021
99,80,82,0,27612,2019,2019
91,78,71,0,24721,2012,2012
97,0,86,0,1562,1930,2018
98,0,93,0,1590,1926,2018
59,64,70,0,2807,1974,1974
86,0,65,0,3718,1974,2010
76,0,76,0,2055,1924,2012
70,49,68,0,2617,1962,1962
79,0,51,0,5883,1984,2006
68,43,69,0,2372,1962,1962
68,0,78,0,2966,1924,2012
73,73,56,0,3150,1962,1962
57,0,81,0,6266,1972,2007
90,0,89,0,5778,1972,1999
50,0,87,0,6200,1972,2009
53,0,83,0,6270,1971,2009
88,0,82,0,6630,1971,1999
72,0,81,0,6950,1971,1999
72,0,79,0,6850,1971,1999
71,0,84,0,6783,1970,1999
56,0,63,0,6900,1970,1999
99,0,95,0,13854,1976,2020
88,0,86,0,9381,1953,2019
90,0,93,0,5300,1953,2019
94,0,78,0,6100,1953,2019
95,80,84,0,6100,2019,2019
98,80,81,0,2967,2019,2019
36,0,47,0,4938,1927,1994
46,0,41,0,4950,1927,1994
43,0,42,0,4803,1927,1994
99,81,89,0,7700,2016,2016
96,81,90,0,7700,2016,2016
96,80,91,0,7700,2018,2018
97,75,87,0,7700,2018,2018
98,82,88,0,7700,2018,2018
100,81,83,0,7700,2018,2018
99,82,90,0,7700,2018,2018
100,81,92,0,7700,2018,2018
97,80,88,0,7700,2018,2018
98,81,86,0,7894,2015,2015
100,83,84,0,8500,2009,2009
100,0,83,0,2020,1929,2023
100,0,83,0,2020,1929,2023
100,0,77,0,2504,1929,2023
100,0,77,0,3102,1958,2023
72,71,52,0,5400,2002,2002
67,0,1,0,5333,1956,2004
73,0,12,0,4333,1956,2015
96,61,26,0,2800,2009,2009
72,0,42,0,3290,1956,2015
68,0,76,0,6900,1970,1999
75,0,76,0,6610,1970,1999
78,0,85,0,8875,1970,1999
65,0,84,0,10300,1970,2009
74,0,89,0,12350,1969,2009
93,79,85,0,12400,2013,2013
100,72,71,0,12400,2016,2016
92,75,63,0,11610,2016,2016
99,76,67,0,27027,2019,2019
88,80,66,0,15964,2013,2013
48,0,28,0,3577,1928,1994
44,0,39,0,3180,1928,1994
85,0,80,0,2731,1956,2014
86,0,79,0,2895,1956,2014
91,0,86,0,3956,1923,2013
100,0,77,0,4493,1975,2023
100,0,77,0,5022,1970,2023
100,0,77,0,4825,1970,2023
75,0,35,0,13183,1969,1986
67,68,40,0,4450,2006,2006
57,71,54,0,3200,2006,2006
32,74,56,0,4609,2006,2006
67,74,61,0,4300,2006,2006
19,63,59,0,3964,2006,2006
65,75,58,0,2892,2008,2008
83,78,66,0,2277,2008,2008
91,77,67,0,2790,2008,2008
48,75,63,0,3500,2006,2006
82,74,65,0,3550,2006,2006
76,0,75,0,3210,1941,2009
75,0,78,0,3132,1941,2009
45,0,0,1.26,3210,1965,2015
84,0,70,0,2490,1951,2009
87,0,78,0,1973,1951,2009
77,0,91,0,2599,1954,2013
80,0,70,0,2895,1954,2013
82,0,80,0,2957,1947,2013
89,0,78,0,3190,1946,2016
90,63,55,0,13333,2017,2017
97,77,65,0,15575,2017,2017
82,56,61,0,20150,2020,2020
100,100,69,0,11900,2021,2021
100,0,100,0,5250,,0
100,80,77,0,17450,2021,2021
95,0,77,0,6970,1968,2019
94,82,64,0,7220,1996,1996
83,0,81,0,8450,1994,2008
68,0,77,0,8450,1994,2013
83,80,77,0,8435,1995,1995
64,60,30,0,13900,2001,2001
56,70,63,0,8080,2013,2013
95,62,35,0,8100,1957,1957
,0,,0,9167,1940,1940
100,0,79,0,3300,1965,2021
61,0,58,0,4832,1965,2007
89,0,77,0,2078,1930,2018
75,15,61,0,1971,1962,1962
50,0,40,0,4160,1962,1986
29,0,64,0,3112,1958,1998
68,0,83,0,25400,1965,2008
60,0,81,0,24962,1965,2008
64,0,80,0,23290,1965,2008
96,0,88,0,24150,1965,2017
97,0,88,0,19533,1965,2020
97,0,94,0,17040,1988,2017
98,0,93,0,15775,1983,2017
91,0,86,0,15600,1983,2015
73,60,89,0,15800,1988,1988
100,0,77,0,650,1965,2023
100,0,77,0,938,1964,2023
53,0,34,2.95,1270,1964,1992
52,0,35,3.91,1270,1965,1992
64,0,19,0,9000,1935,1983
79,0,45,0,6410,1975,2006
62,0,21,0,3010,1975,2006
94,0,72,0,1795,1939,1996
35,0,66,0,1600,1941,1996
19,0,20,0,1645,1977,1977
83,0,86,0,10537,1994,2008
86,77,70,0,10130,1995,1995
91,79,77,0,8085,1995,1995
94,81,78,0,7900,2019,2019
100,80,85,0,7900,2019,2019
99,82,87,0,7741,2019,2019
98,80,82,0,7750,2019,2019
100,80,86,0,7750,2019,2019
100,82,85,0,7471,2019,2019
99,0,91,0,7450,1967,2020
16,0,67,0,2125,1999,1999
86,70,55,0,5850,1988,1988
56,0,64,0,2718,1973,2005
65,0,69,0,2732,1964,2005
82,0,65,0,4016,1964,2004
84,0,60,0,5496,1964,2004
87,0,71,0,7566,1964,2004
98,0,98,0,8316,1964,2022
98,76,76,0,8110,2011,2011
100,77,77,0,9466,2011,2011
66,73,59,0,3964,2006,2006
74,0,57,0,3950,1955,2011
59,78,63,0,2860,2008,2008
59,77,64,0,2326,2008,2008
70,78,68,0,2828,2008,2008
75,78,67,0,3400,2006,2006
81,0,65,0,3400,1959,2011
73,77,51,0,3512,2006,2006
44,77,58,0,3500,2006,2006
57,72,64,0,2386,2005,2005
38,0,60,4.27,1688,1941,1997
11,8,16,0,2415,1977,1977
54,10,0,0,2960,1977,1977
65,0,51,1.72,2880,1956,1997
81,0,82,0,1909,1956,2021
100,0,82,0,880,1956,2022
100,100,71,0,1360,2022,2022
90,0,87,0,1518,1955,2011
88,0,84,0,2277,1944,2011
99,0,92,0,7450,1967,2020
99,77,81,0,7400,2010,2010
100,77,80,0,7400,2015,2015
100,80,83,0,7400,2015,2015
95,83,84,0,7400,2009,2009
99,0,85,0,6870,1967,2003
98,0,85,0,7290,1961,2009
97,0,82,0,7758,1961,2009
100,100,71,0,8000,2023,2023
90,0,88,0,8650,1959,2021
100,73,74,0,10750,2011,2011
91,0,81,0,12075,1974,2012
86,0,89,0,13950,1964,2012
85,0,75,0,14270,1964,2012
84,0,74,0,9512,1964,2012
92,0,72,0,7875,1964,2012
75,69,69,0,8037,1992,1992
100,73,84,0,6650,2020,2020
100,74,63,0,6100,1964,1964
93,76,70,0,4514,1995,1995
98,82,86,0,8440,2009,2009
33,76,66,0,8450,2008,2008
75,0,89,0,9162,1960,2011
87,0,89,0,9550,1960,2011
80,0,89,0,9550,1960,2011
76,0,87,0,9550,1960,2011
82,0,94,0,9550,1960,2011
95,0,80,0,9585,1958,2009
96,0,76,0,10150,1958,2009
21,48,42,0,2830,1998,1998
85,0,71,0,1430,1958,1980
90,0,81,0,1190,1959,2010
85,0,84,0,1455,1952,2011
87,0,52,0,1535,1967,2011
89,0,69,0,990,1967,2011
81,0,61,0,1120,1938,2001
71,0,43,0,1250,1937,2001
55,0,27,0,1275,1937,2001
70,0,53,0,1300,1937,1970
87,0,69,0,8650,1959,2021
88,0,86,0,8583,1959,2021
88,0,87,0,8743,1959,2021
89,0,75,0,9787,1959,2021
87,80,79,0,9630,2015,2015
97,79,74,0,11541,2015,2015
98,77,67,0,13150,2015,2015
88,77,58,0,12220,2012,2012
92,73,61,0,14641,2012,2012
86,0,51,0,18419,1960,2002
90,80,65,0,4750,1998,1998
74,0,57,0,3828,1963,2012
96,80,79,0,3625,2010,2010
96,78,78,0,3433,2010,2010
98,78,72,0,3681,2010,2010
95,72,63,0,5107,1996,1996
92,68,63,0,6158,1996,1996
95,75,66,0,7483,1996,1996
97,78,75,0,6026,2004,2004
92,75,74,0,5816,2005,2005
91,79,75,0,2974,2011,2011
81,0,81,0,3550,1957,2011
42,74,60,0,3500,2006,2006
49,72,56,0,2799,2005,2005
64,70,56,0,4050,2001,2001
77,57,48,0,4500,2001,2001
35,0,63,0,5050,1928,2002
83,73,58,0,3807,2000,2000
84,74,58,0,3975,2000,2000
65,0,85,0,4250,1927,2015
57,77,64,0,3835,2005,2005
89,75,61,0,1580,2000,2000
89,0,72,0,1769,1948,2008
75,0,53,0,1940,1946,1996
66,76,60,0,3650,2005,2005
57,66,43,0,3200,2005,2005
64,62,44,0,2812,2005,2005
58,53,41,0,5667,1993,1993
100,100,69,0,7400,2023,2023
85,69,65,0,15300,1993,1993
63,78,54,0,7483,1994,1994
50,78,48,0,7700,1994,1994
99,78,66,0,17240,2018,2018
99,76,78,0,15940,2019,2019
95,75,59,0,19700,2012,2012
87,76,62,0,17260,2012,2012
100,0,93,0,4490,1937,2021
100,0,95,0,5545,1935,2021
64,0,61,0,5015,1935,2007
80,75,36,0,10500,1938,1938
100,0,77,0,9225,1949,2023
100,0,77,0,7567,1949,2023
100,80,85,0,3300,2020,2020
99,79,88,0,3150,2022,2022
99,76,86,0,4275,2018,2018
74,0,65,0,4950,1927,2003
76,0,60,0,5775,1927,2003
45,77,68,0,7175,1992,1992
58,82,77,0,7850,1992,1992
100,0,95,0,7015,1986,2022
99,77,76,0,9641,2015,2015
84,0,75,0,10600,1981,2015
44,70,58,0,3410,2001,2001
64,65,35,0,5620,2001,2001
54,71,55,0,3858,2000,2000
58,73,60,0,3975,2000,2000
46,77,66,0,3930,2005,2005
61,75,65,0,4100,2005,2005
70,76,61,0,4333,2005,2005
95,0,83,0,4859,1977,2016
92,0,87,0,6222,1975,2016
97,0,66,0,6066,1975,2016
,0,,0,9125,1994,1994
51,63,55,0,8080,1995,1995
89,75,55,0,3650,2006,2006
62,73,65,0,3006,2006,2006
31,19,37,0,5167,1993,1993
100,100,69,0,6208,2023,2023
88,68,59,0,16186,1993,1993
24,75,63,0,7375,1994,1994
44,85,43,0,7700,1994,1994
,0,,0,9078,1994,1994
100,0,77,0,7283,1995,2023
98,0,92,0,7233,1928,2020
99,0,92,0,6900,1928,2020
99,0,97,0,6750,1928,2020
96,0,82,0,6500,1928,1990
31,48,52,0,5900,1954,1954
98,0,95,0,5540,1928,2019
97,0,92,0,4730,1928,2019
94,0,93,0,4580,1996,2019
92,0,81,0,4580,1928,2017
86,0,79,0,14100,1981,2009
99,0,96,0,13920,1976,2020
88,0,80,0,10361,1976,2019
92,0,91,0,5933,1953,1965
65,64,47,0,5666,2000,2000
98,55,86,0,3207,2019,2019
100,0,77,0,4472,1975,2023
89,0,89,0,5036,1921,2012
86,0,86,0,4650,1921,2012
77,65,46,0,12540,2013,2013
95,0,74,0,10404,1958,2009
91,78,78,0,11600,2016,2016
98,78,86,0,11091,2016,2016
99,80,93,0,12550,2016,2016
97,0,81,0,12550,1958,2015
97,0,84,0,12550,1958,2015
96,0,79,0,12550,1958,2015
93,85,66,0,12550,2015,2015
97,0,84,0,12550,1958,2015
100,0,77,0,3788,1934,2023
43,60,36,0,7743,1984,1984
34,37,27,0,15975,1985,1985
84,55,41,0,9550,2000,2000
42,70,59,0,8637,2000,2000
66,70,57,0,7850,2000,2000
69,68,63,0,10150,1995,1995
31,57,32,0,12900,1994,1994
52,23,24,0,20633,1950,1950
90,0,72,0,14000,1950,2018
85,0,67,0,3864,1928,1987
93,0,90,0,2985,1928,1987
85,0,94,0,3157,1928,2016
64,34,8,0,4230,1986,1986
74,0,86,0,3230,1928,2010
71,0,85,0,3017,1930,2010
67,18,56,0,3407,1960,1960
92,13,58,0,2165,1962,1962
59,57,48,0,3554,1962,1962
29,40,54,0,8767,1958,1958
87,32,37,0,7500,1940,1940
92,0,75,0,850,1955,2010
92,0,64,0,918,1955,1977
100,0,85,2.07,940,1966,2022
100,0,85,3.64,1240,1966,2022
100,0,85,0,1330,1958,2022
78,0,38,0,1180,1958,1995
83,0,28,0,1200,1958,1995
90,71,76,0,998,2015,2015
99,79,87,0,1240,1955,2020
19,77,61,0,4100,2005,2005
53,76,60,0,4350,2005,2005
94,0,83,0,4970,2015,2015
92,0,90,0,6355,1975,2016
89,0,52,0,6066,1975,2015
86,0,85,0,5078,1990,2015
97,78,86,0,7166,2016,2016
95,78,83,0,7250,2016,2016
99,81,88,0,7250,2016,2016
96,81,88,0,7141,2016,2016
77,0,55,0,12936,1969,2012
26,26,24,0,8816,1985,1985
72,61,46,0,9550,2000,2000
40,66,53,0,8450,2000,2000
72,72,65,0,8250,2000,2000
55,55,58,0,9820,1995,1995
30,40,22,0,13400,1994,1994
100,0,77,0,12600,1950,2003
75,0,59,0,12984,1969,2012
65,0,84,0,7466,1972,2007
64,0,85,0,5600,1972,2007
37,0,73,0,3193,1958,1998
62,0,80,0,4420,1930,1998
67,0,77,0,4080,1998,1998
73,0,74,0,3658,1930,1998
77,0,76,0,3340,1930,1998
83,0,74,0,3893,1998,1998
65,0,72,0,4070,1930,2015
66,0,63,0,6448,1998,1998
75,0,65,0,10633,1930,1997
100,84,84,0,1240,1955,2020
100,100,69,0,1284,1951,2022
97,79,84,0,4125,2014,2014
66,0,61,0,4375,1974,2006
59,0,61,0,3725,1974,2006
70,0,70,0,8100,1966,2006
59,0,72,0,7450,1966,2006
100,0,83,0,6450,1966,2022
45,0,62,0,5220,1966,2006
94,0,89,0,4994,1990,2015
97,65,81,0,4425,2014,2014
74,0,66,0,4358,1974,2006
68,0,67,0,3760,1974,2006
79,0,84,3.17,1118,1965,2014
69,0,81,0,3979,1960,2000
91,0,88,0,4733,1930,2021
13,0,23,0,5916,1998,1998
17,1,25,0,4859,1966,1966
74,0,40,0,4424,1967,1995
90,0,90,0,5806,1972,2012
100,90,92,0,6200,1972,2009
99,78,88,0,6235,1971,2009
75,0,87,0,6650,1971,2011
71,0,80,0,6950,1971,2008
99,0,87,0,6787,1971,2011
98,0,82,0,6716,1970,2011
98,0,85,0,6825,1970,2011
98,0,86,0,6650,1970,2011
52,53,34,0,5850,1988,1988
67,0,29,0,12900,1951,2005
63,55,53,0,9400,1996,1996
87,71,68,0,7900,1996,1996
48,0,67,0,6350,1930,2009
87,0,82,0,4375,1955,2008
86,0,82,0,3915,1955,2008
100,0,77,0,3560,1958,2023
100,0,77,0,4133,1958,2023
97,0,82,0,4463,1990,2019
96,0,95,0,4520,1930,2019
95,0,90,0,4445,1965,2019
92,0,89,0,4138,1966,2018
89,0,82,0,4570,1966,2018
71,0,62,0,4603,1965,1997
71,0,85,0,3425,1965,2017
74,0,87,0,1093,1965,2014
79,0,100,0,2280,1965,2014
77,0,69,0,1687,1929,2012
77,50,21,0,1810,1970,1970
42,0,42,0,1905,1938,1993
64,0,36,0,1693,1956,1993
65,0,57,0,6050,1951,2012
55,52,39,0,6783,1994,1994
66,72,35,0,4437,2001,2001
100,100,71,0,4168,2023,2023
100,100,69,0,4420,2023,2023
54,0,0,0,3423,1936,2004
61,0,59,0,3865,1977,1998
60,0,75,0,5692,1991,2013
64,0,89,0,4360,1947,2013
68,0,85,0,5140,1951,2013
69,0,66,0,6625,1951,2016
73,0,55,0,6700,1951,2003
14,0,3,0,7073,1979,1979
100,0,77,0,4835,1973,2022
88,0,67,0,4850,1973,2022
93,0,67,0,1287,1927,2017
88,25,38,0,1490,1976,1976
50,0,63,0,1510,1930,1993
55,0,63,0,1742,1930,1993
100,0,93,0,1570,1940,2021
99,0,95,0,1972,1940,2021
100,0,95,0,2495,1940,2021
83,0,61,0,3367,1961,2021
100,0,88,0,2867,1961,2021
53,0,44,0,2293,1972,2003
74,0,83,0,36800,2016,2016
84,90,77,0,49386,2020,2020
82,0,87,0,42618,1994,2014
91,72,68,0,43350,1997,1997
72,78,76,0,48850,1997,1997
81,73,64,0,44070,2000,2000
98,0,85,0,36620,1960,2021
98,0,80,0,36190,1994,2021
85,0,76,0,35790,1994,2009
90,90,76,0,31383,2015,2015
49,0,46,0,3630,1985,2004
59,0,74,0,3410,1938,2004
54,0,63,0,2367,1938,2004
78,71,47,0,9300,1956,1956
64,77,76,0,1918,2007,2007
89,0,78,0,1790,1936,2016
90,0,77,0,1090,1978,2016
89,0,84,0,1724,1936,2016
96,0,69,0,3897,1959,2020
96,0,74,0,3355,1936,2020
93,0,69,0,2155,1936,2020
60,0,83,1.75,1630,1951,2013
74,0,73,2.77,1140,1951,2013
80,0,86,4.17,810,1951,2013
78,0,77,2.77,810,1951,2013
96,0,31,3.23,810,1951,2013
97,0,61,0,810,1951,2013
74,0,85,0,810,1951,2013
65,0,78,0,810,1951,2013
63,0,60,0,810,1951,1971
65,0,62,0,1387,1971,2003
88,0,86,0,1370,1951,2015
88,65,81,0,1723,1955,1955
83,53,71,0,1940,1956,1956
91,0,86,0,1950,1956,2011
88,0,77,0,1963,1956,2011
92,0,80,0,2100,1952,2011
93,0,86,0,2235,1950,2011
92,0,87,0,2160,1950,2009
92,75,83,0,23578,2015,2015
89,80,98,0,18705,1990,1990
88,80,97,0,18350,1990,1990
85,82,97,0,17391,1993,1993
72,81,93,0,15673,1995,1995
97,76,79,0,14700,2022,2022
99,0,95,0,14825,1962,2021
98,0,100,0,15000,1962,2021
100,100,69,0,13806,2022,2022
82,0,74,0,13983,1964,2007
90,0,11,0,8600,1929,1996
94,0,46,0,5800,1929,1977
72,0,65,0,4808,1929,2005
87,80,70,0,3960,2013,2013
69,0,64,0,3960,1929,2005
91,74,64,0,3960,1991,1991
84,0,60,0,4603,1929,2005
74,0,68,0,5200,1929,2005
43,64,51,0,5500,1986,1986
56,0,18,0,833,1950,1971
97,0,96,0,1475,1948,2016
97,0,96,0,1535,1948,2016
57,0,79,0,1350,1956,2008
100,0,83,0,1350,1970,2022
100,0,86,0,2039,2018,2018
88,0,71,0,9500,1969,2014
100,0,86,0,1858,2018,2018
99,0,93,0,4850,2016,2016
100,0,77,0,9400,1984,2023
89,0,90,0,2635,1950,2011
81,0,92,0,2843,1950,2011
79,0,81,0,3393,1950,2011
