CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
92,69,61,0,16050,1991,1991
80,76,94,0,23187,1988,1988
51,68,55,0,48700,1988,1988
80,0,73,0,9830,1972,2009
75,82,67,0,13257,1972,1972
94,74,62,0,4356,1997,1997
98,77,66,0,9760,1997,1997
95,77,65,0,9083,1997,1997
88,76,64,0,11275,1997,1997
95,74,65,0,11335,1997,1997
78,64,55,0,12625,1994,1994
93,75,67,0,11740,1994,1994
83,65,60,0,17346,1994,1994
46,0,11,0,16525,1937,2007
56,0,0,0,27025,1968,1968
44,20,12,0,16183,1990,1990
48,0,32,0,14150,1927,1983
69,0,60,0,8566,1981,2016
90,0,39,0,16800,1920,2021
95,0,54,0,8350,1920,2021
97,0,61,0,9030,1960,2021
100,0,75,0,9508,1921,2021
97,71,67,0,7270,2022,2022
95,73,74,0,4666,1954,2012
94,72,66,0,4750,1954,2012
97,74,78,0,4530,1954,2012
93,73,76,0,4900,1992,2012
73,0,50,0,11260,1930,1997
64,54,57,0,13633,1989,1989
77,67,60,0,14314,1999,1999
100,100,69,0,15450,2022,2022
87,64,48,0,7100,2000,2000
100,0,97,0,14040,1959,2022
58,0,89,0,14000,1959,2008
74,0,92,0,14257,1971,2008
71,0,89,0,15000,1955,2004
72,0,95,0,15000,1955,2008
68,0,86,0,15000,1966,2004
75,0,83,0,15241,1955,2008
85,0,85,0,15930,1966,2004
81,72,71,0,10800,2015,2015
70,0,83,0,5810,1974,2016
89,0,86,0,6466,1974,2009
84,0,77,0,4812,1980,2009
76,0,78,0,4360,1980,2012
59,77,65,0,4900,1999,1999
87,79,68,0,4900,2002,2002
91,81,67,0,5400,2002,2002
93,82,58,0,5650,2002,2002
82,0,89,0,5650,2002,2016
83,75,69,0,6725,2004,2004
67,91,45,0,8650,2004,2004
81,0,66,0,10600,1921,2009
74,0,51,0,18675,1966,2010
21,35,52,0,8220,1992,1992
85,73,64,0,5300,2009,2009
100,0,85,0,8667,1956,2023
100,0,83,0,7800,1921,2023
95,73,78,0,6900,2015,2015
95,72,79,0,5900,1921,2015
66,0,45,0,12783,1930,2005
63,0,34,0,9875,1955,2005
82,0,38,0,7433,1980,2005
75,0,83,0,5700,1939,2014
77,0,83,0,5700,1939,2014
43,0,24,0,2918,1939,1995
51,0,42,0,1990,1939,1995
60,0,60,0,1990,1939,2015
46,0,39,0,1990,1939,1995
77,76,77,0,20655,1997,1997
87,78,77,0,16428,1996,1996
82,0,75,0,17300,1964,2005
89,0,70,0,17650,1964,2005
85,74,53,0,29000,1970,1970
98,76,67,0,21750,2017,2017
98,78,70,0,18516,2017,2017
68,68,56,0,19400,2014,2014
89,71,68,0,18325,2017,2017
81,65,58,0,18600,2017,2017
83,0,87,0,5650,1936,2016
95,73,57,0,5650,2002,2002
99,0,100,0,,1940,2020
96,73,76,0,1777,2018,2018
99,0,100,0,2260,1938,2020
94,79,71,0,2360,2015,2015
99,0,99,0,2194,1938,2020
99,0,91,0,2015,1938,2021
100,0,99,0,1792,1930,2021
99,79,83,0,4663,1921,2015
98,78,84,0,4695,1929,2015
95,0,81,0,6000,1929,2015
98,0,85,0,7800,2014,2015
88,0,68,0,7633,1929,2015
99,0,91,0,7000,1929,2015
99,0,92,0,7767,1929,2015
92,84,62,0,11300,1929,2018
67,0,56,0,10612,1963,2009
36,0,41,0,1990,1939,1995
91,0,79,0,1235,1959,2017
98,79,84,0,4675,1992,2012
83,72,77,0,4650,1939,2012
96,78,85,0,4650,1992,2012
46,73,74,0,4650,1939,2012
86,78,78,0,4900,1992,2012
72,73,57,0,7012,2000,2000
98,0,84,0,13677,1968,2022
100,81,76,0,14850,2020,2020
99,0,99,0,14819,1962,2021
99,0,99,0,15000,1962,2021
100,100,69,0,13871,2021,2021
93,0,81,0,13921,1985,2009
96,78,94,0,14018,1990,1990
98,75,82,0,14591,1990,1990
94,0,80,0,14875,1988,2005
92,75,79,0,15307,1997,1997
99,73,78,0,16428,1996,1996
96,0,85,0,1653,1930,2018
99,0,100,0,1830,1930,2021
96,0,94,0,1827,1930,2013
82,0,76,0,3174,1930,1984
80,0,81,0,5480,1930,1984
93,0,74,0,8033,1957,2019
96,0,81,0,5331,1930,2019
93,0,95,0,2875,1930,2016
94,0,95,0,2060,1930,1992
64,0,27,0,24700,1923,1989
,0,,0,25200,1923,1994
46,0,2,0,12600,1923,1989
56,0,0,0,19733,1923,1994
86,0,45,0,17050,1952,2019
50,37,21,0,14900,2001,2001
78,0,22,0,15425,1965,2001
95,0,70,0,13533,1931,2016
54,0,41,0,6066,1965,2009
48,0,60,0,5133,1965,2009
88,51,56,0,8533,2006,2006
100,0,79,0,21308,1968,2022
100,0,68,0,27440,1971,2022
98,78,78,0,30545,2019,2019
99,0,88,0,14040,1968,2022
100,0,88,0,22272,1968,2022
99,0,70,0,26480,1971,2022
99,73,80,0,29291,2019,2019
78,75,60,0,8418,2001,2001
90,69,64,0,5866,2001,2001
73,77,65,0,6820,2001,2001
42,64,69,0,16180,1989,1989
100,100,71,0,18820,2023,2023
61,0,54,0,19337,1989,2019
80,68,60,0,22496,1989,2019
55,0,45,0,26241,1989,2019
62,0,74,0,34083,1989,2016
12,72,56,0,41575,1989,1989
23,45,17,0,45950,1989,1989
71,0,70,0,47278,1989,2013
99,73,68,0,50571,1989,2020
89,0,87,0,1795,2016,2016
79,0,76,0,2120,1928,2000
30,37,35,0,3837,1999,1999
89,73,59,0,4791,1999,1999
80,0,71,0,3500,1956,2001
74,0,67,0,2925,1928,2001
84,0,70,0,2890,1956,2001
68,0,66,0,2570,1928,2001
66,0,61,0,2343,1931,2001
89,0,83,0,5727,1931,2012
88,0,82,0,4980,1931,2012
95,0,89,0,3795,1931,2013
92,0,89,0,2687,1931,2013
95,0,90,0,2458,1931,2013
91,0,96,0,2383,1931,2009
65,0,48,0,2440,1929,2009
100,0,77,0,1650,1929,2022
100,0,77,0,1273,1931,2022
84,81,67,0,8800,2001,2001
98,84,87,0,7920,2019,2019
76,0,57,0,14867,1926,2011
100,100,69,0,7233,2022,2022
91,81,65,0,15033,2013,2013
98,81,83,0,8950,2017,2017
99,85,76,0,5278,2006,2006
99,83,76,0,2591,2006,2006
73,71,57,0,3450,2006,2006
64,0,79,0,4110,1928,2012
100,0,83,0,14900,2017,2022
89,65,60,0,13878,1999,1999
74,0,81,0,13150,1969,2021
67,0,83,0,12350,1969,2006
39,0,72,0,12050,1969,2006
61,0,84,0,12050,1969,2006
96,78,76,0,11670,1998,1998
92,79,58,0,13300,1986,1986
89,57,55,0,13039,1986,1986
91,72,70,0,13100,2005,2005
68,0,68,0,3095,1920,2001
50,0,67,0,3770,1920,2001
95,77,58,0,6080,2002,2002
64,0,0,0,8250,1936,1981
59,74,0,0,8450,1964,1964
54,15,0,0,5195,1964,1964
84,0,85,0,5725,1966,2018
83,0,86,0,6550,1970,2018
81,0,66,0,6000,1970,2016
84,0,80,0,3000,1970,2016
100,0,77,0,855,1931,2022
70,0,55,0,1030,1974,2002
36,0,64,0,1738,1931,1995
56,0,70,0,1895,1933,1997
69,0,74,0,1890,1961,1997
58,0,71,0,1600,1933,1997
73,0,72,0,1850,1935,1997
69,0,77,0,2713,1935,1997
53,0,57,0,2480,1935,2005
62,0,69,0,4190,1973,2012
51,0,77,0,4530,1934,2012
52,0,73,0,4700,1934,2012
88,64,49,0,5667,1989,1989
89,72,55,0,7600,1999,1999
100,100,69,0,10100,2023,2023
69,0,59,0,12600,1934,2007
54,0,45,0,12050,1927,2007
68,0,46,0,9350,1938,2007
36,0,68,0,7000,1938,2000
96,0,83,0,16500,1964,2009
97,0,83,0,16314,1964,2009
95,95,63,0,22516,2021,2021
89,0,89,0,27775,2003,2014
80,77,62,0,27421,2010,2010
93,78,72,0,27326,2012,2012
100,100,71,0,21475,2022,2022
96,0,68,0,20900,,0
99,75,67,0,21300,1993,1993
97,78,89,0,19850,1993,1993
92,0,89,0,2881,1929,2016
82,0,59,0,4550,1929,1993
78,0,55,0,4480,1929,1993
93,69,70,0,3000,1929,2009
88,65,67,0,2096,1927,2009
85,65,67,0,2227,1928,2009
55,0,33,0,2330,1927,1979
100,0,77,0,3285,1927,2023
43,0,57,0,2550,1928,2004
70,0,75,0,2745,1935,2005
40,17,39,0,3202,1968,1968
100,100,69,0,2310,2021,2021
48,0,70,0,1840,1935,1999
74,0,72,0,2323,1930,1999
83,0,65,0,3330,1932,1979
70,57,42,0,2850,1990,1990
51,0,68,0,2955,1933,1998
56,0,58,0,4540,1932,1998
61,0,61,0,4507,1933,1981
80,0,61,0,3450,1938,2008
82,0,66,0,3450,1936,2008
83,0,68,1.47,3310,1977,2008
78,0,68,0,3706,1936,2008
80,0,65,0,5600,1933,2008
80,43,15,0,5095,1988,1988
41,29,39,0,4836,1973,1973
90,0,84,0,4180,1974,2019
100,0,83,0,2813,1938,2022
97,76,69,0,36100,1989,2020
96,80,76,0,40430,1989,1989
78,0,89,0,42222,1994,2014
87,75,68,0,44885,1998,1998
84,76,77,0,48850,1997,1997
73,67,60,0,43616,2000,2000
98,0,84,0,36570,1960,2021
99,0,89,0,35910,1994,2021
94,0,87,0,35016,1994,2021
80,0,77,0,9650,1972,2009
74,0,80,0,10016,1929,2009
77,0,81,0,7159,1929,2009
87,71,57,0,3539,1997,1997
97,79,72,0,9475,1997,1997
91,77,71,0,9550,1997,1997
94,77,65,0,11762,1997,1997
86,78,61,0,11237,1997,1997
79,68,66,0,11891,1994,1994
59,45,57,0,6417,1994,1994
86,0,65,0,4460,1933,2018
94,0,90,0,3034,1932,2018
18,6,36,0,2150,1968,1968
60,0,51,0,2496,1938,2000
75,0,46,0,3830,1937,2000
64,0,22,0,3238,1938,1990
59,0,64,0,2600,1938,2021
87,0,71,0,1803,1939,2021
89,0,65,0,1550,1939,2021
94,68,64,0,6275,1997,1997
74,75,56,0,8000,2001,2001
76,75,60,0,6116,2001,2001
79,76,63,0,6820,2001,2001
87,76,73,0,8775,2001,2001
94,79,82,0,7833,2020,2020
97,0,76,0,7450,1949,2021
97,82,84,0,8950,2017,2017
95,85,77,0,5481,2006,2006
92,80,74,0,2901,2006,2006
57,0,24,0,1560,1929,1990
81,0,66,0,11120,1983,2005
99,0,95,0,10950,1983,2020
100,0,97,0,10190,1983,2020
13,46,45,0,8933,1984,1984
21,38,50,0,8814,1984,1984
100,0,100,0,8580,1985,2021
100,0,98,0,6956,1985,2021
92,79,85,0,14823,2012,2012
85,0,84,0,11545,1984,2014
75,0,46,0,2800,1957,2006
58,0,53,0,4850,1931,2022
60,0,58,0,3348,1930,1998
56,0,66,0,3238,1930,1998
89,70,87,0,4070,1940,2018
93,72,90,0,3985,1940,2018
87,76,87,0,2666,1941,2018
97,0,91,0,2022,1932,2014
97,0,90,0,1646,1932,2014
59,0,60,0,2318,1930,1993
80,0,59,0,1973,1935,2000
72,0,41,0,2060,1935,2000
69,0,50,1.08,2150,1935,2000
49,0,25,4.33,1693,1963,2000
73,0,86,0,1040,1964,2018
73,0,86,0,770,1964,2018
90,0,81,0,1017,1964,2018
63,0,0,4.34,1500,1963,2018
70,0,4,2.97,1120,1952,1990
69,0,27,4.44,823,1952,1990
96,73,75,0,9550,2012,2012
83,77,77,0,9100,2012,2012
88,74,72,0,9425,1993,1993
87,73,66,0,8150,1993,1993
90,68,77,0,4800,1998,2009
97,67,63,0,4255,1998,2009
100,76,81,0,4450,1928,2009
71,0,73,0,4450,1928,2009
77,0,72,0,4450,2002,2009
82,0,87,0,4033,2002,2021
72,0,47,0,2394,1957,2006
91,0,47,0,18850,1942,2020
92,0,87,0,14575,1962,2020
99,0,84,0,13950,2018,2018
88,0,77,0,13750,1962,2020
71,0,67,0,10800,1985,2011
42,42,49,0,6266,1994,1994
71,0,68,0,9300,1994,2016
88,0,81,0,9920,1992,2016
89,0,79,0,8700,1974,2016
75,0,63,0,2133,1930,1993
65,0,68,0,3250,1930,1993
75,0,64,0,3590,1993,1993
68,0,66,0,3890,1930,1993
74,71,58,0,3068,1990,1990
72,24,51,0,3416,1960,1960
92,73,78,0,3185,2009,2009
84,57,73,0,5607,1960,1960
93,0,90,0,5600,1930,2009
64,0,56,4.09,623,1952,2004
85,16,42,0,1407,1955,1955
100,0,77,0,1482,1955,2023
85,0,34,0,1330,1955,1955
87,0,78,0,1120,1957,2015
89,0,83,0,810,1957,2015
78,15,33,0,1012,1957,1957
87,0,30,0,1040,1959,1979
84,0,40,0,1040,1959,2010
66,0,61,0,1748,1959,2010
50,73,72,0,4800,2002,2002
78,0,79,0,5550,1960,2005
55,70,43,0,5583,2002,2002
100,0,85,0,5170,2003,2021
100,0,85,0,5200,2003,2021
95,0,94,0,4844,2000,2000
100,0,100,0,1590,2022,2022
100,0,4,0,1950,2022,2022
93,0,91,0,1903,1955,2019
74,0,62,0,4373,1954,2013
81,0,36,0,8100,1974,2013
87,0,67,0,8450,1974,2016
81,0,45,0,8867,2003,2003
76,0,50,0,9650,2003,2016
64,0,42,0,10300,2003,2003
67,0,46,0,6280,2003,2003
96,0,90,0,14308,1943,2020
99,0,79,0,13950,2018,2018
88,0,84,0,13750,1943,2020
74,0,62,0,10800,1985,2011
92,0,93,0,5450,1933,2009
97,80,77,0,5650,2011,2011
95,0,94,0,6233,1933,2009
75,0,49,0,6700,1933,1997
82,0,44,0,6250,1997,1997
76,0,51,0,6500,1997,1997
64,0,44,0,7800,1956,2009
92,0,59,0,6285,1936,2019
77,71,45,0,3840,1986,1986
33,0,51,0,1860,1959,2010
100,0,76,0,2537,1997,2022
100,0,90,0,3773,1941,2022
100,0,77,0,3260,1940,2002
99,0,79,0,2860,1940,2002
93,0,85,0,2047,1956,2013
90,0,69,0,1890,1971,2013
96,0,88,0,2610,1956,2013
31,0,0,0,2893,1971,1971
91,0,92,0,2677,1967,2018
74,0,53,0,4820,1954,2005
95,0,84,0,1493,2017,2017
98,0,91,0,1381,2015,2015
59,74,53,0,27600,1968,1968
64,0,95,0,47491,1968,2015
70,0,92,0,58050,1968,2015
86,0,86,0,59250,2006,2015
74,70,62,0,46344,2006,2006
96,68,49,0,39044,2006,2006
86,73,63,0,36354,2006,2006
83,46,50,0,6283,1985,1985
80,65,46,0,2648,1968,1968
75,65,53,0,2445,2002,2002
57,0,43,0,7800,1958,1993
90,0,64,0,8150,1958,2008
74,50,55,0,5425,1958,1958
68,0,19,0,11700,1954,1984
86,0,38,0,9030,1954,2015
97,0,31,0,9700,1930,2017
93,0,55,0,12467,1930,2017
93,0,92,0,3502,1936,2013
90,0,72,0,3040,1995,2013
90,0,85,0,3040,1936,2013
90,0,91,0,2950,1936,2012
95,0,90,0,2770,1972,2012
92,0,95,0,2770,1936,2012
92,0,91,0,2770,1972,2012
95,0,93,0,2940,1935,2012
90,0,79,0,3340,1972,2012
66,0,54,1.93,4335,1957,2007
82,0,82,0,4609,1956,2007
70,0,77,0,2484,1956,2012
88,0,74,0,1743,1957,2013
93,0,83,0,1370,1957,2007
71,0,68,0,1476,1954,2006
31,50,14,0,2625,1991,1991
92,63,48,0,11025,2003,2003
73,59,46,0,9800,1980,1980
91,73,58,0,35516,2006,2006
100,0,94,0,34900,1968,2022
96,0,76,0,27030,2006,2006
59,59,51,0,28087,1968,1968
77,0,87,0,48365,1968,2015
49,0,65,0,55240,1968,2014
65,0,81,0,59516,1968,2015
60,0,74,0,58433,2006,2015
81,72,47,0,47722,2006,2006
83,72,45,0,41610,2006,2006
70,0,8,0,17350,1953,1984
77,0,0,0,18967,1929,1984
77,0,49,0,22950,1965,1984
93,0,68,0,14100,1951,2022
51,0,70,0,12762,1951,2005
100,64,73,0,4133,1958,1958
67,40,50,0,5425,1958,1958
80,0,11,0,8703,1930,2015
71,0,0,0,13067,1930,1972
87,0,36,0,16050,1971,2020
72,0,36,0,4960,1959,1982
58,39,25,0,6200,1989,1989
22,0,6,0,7100,1954,1954
100,100,69,0,4910,2022,2022
64,0,48,0,3877,1964,1964
85,0,91,0,2870,1928,2008
86,0,90,0,2675,1964,2008
79,0,88,0,2480,1928,2008
82,0,90,0,2237,1964,2008
87,0,89,0,2210,1928,2008
89,71,71,0,2800,1976,1976
92,71,71,0,1755,1976,1976
65,64,46,0,2335,2005,2005
51,65,43,0,3500,2005,2005
54,59,40,0,3100,2005,2005
42,58,51,0,3683,2005,2005
23,67,53,0,4500,2005,2005
66,0,73,0,4175,1975,2014
71,0,83,0,3700,1975,2015
75,0,50,0,4116,1973,1998
75,80,53,0,36544,2006,2006
92,73,51,0,36520,2006,2006
92,79,46,0,35660,2006,2006
100,0,91,0,34900,1968,2022
99,0,77,0,29925,2006,2022
99,0,85,0,770,1931,2022
89,0,66,0,1175,1995,2022
57,64,49,0,1675,1954,1954
98,0,66,0,2050,1928,2022
100,0,91,0,1813,1928,2022
75,0,83,0,1753,1928,2007
69,0,78,0,1440,1930,2007
85,72,72,0,1060,1940,2014
92,75,72,0,1060,1940,2014
84,73,59,0,2799,1990,1990
86,100,81,0,3600,1990,1990
73,27,57,0,3416,1960,1960
89,67,76,0,3033,2011,2011
68,0,51,0,1388,1968,2005
55,0,61,0,4950,1964,1998
47,72,63,0,4583,2001,2001
64,73,63,0,4100,2001,2001
65,70,56,0,5056,2002,2002
58,78,65,0,6800,2000,2000
80,0,70,0,6675,1930,1998
51,73,76,0,6540,1999,1999
68,70,62,0,6600,1998,1998
66,70,64,0,5266,1998,1998
88,84,75,0,6608,1995,1995
80,0,42,0,2130,1964,2000
94,75,75,0,1807,2006,2006
95,0,85,0,1268,1967,2020
96,0,86,0,1487,1928,2014
97,0,82,0,2353,1928,2014
77,0,66,0,2640,1928,2014
90,0,83,0,2100,1929,2014
100,0,96,0,1830,1929,2021
93,79,82,0,4155,2012,2012
91,72,67,0,5937,2006,2006
98,0,91,0,2200,1966,2019
90,0,79,0,3050,1966,2016
91,0,82,0,3100,1966,2016
90,0,82,0,3100,1966,2016
96,0,76,0,3100,1966,2016
92,0,75,0,2994,1966,2016
84,0,54,0,2875,1966,1996
67,0,15,0,10000,1968,1968
15,0,0,0,8850,1981,1981
100,0,85,0,1677,1962,2022
44,0,31,3.41,1995,1956,1993
100,0,85,0,1948,1956,2023
100,0,85,0,1560,1957,2023
100,0,85,0,1390,1956,2023
100,0,77,0,1390,1930,2023
97,0,75,0,1820,1964,1993
97,0,92,0,2220,1964,2016
76,10,50,0,3435,1961,1961
70,0,22,0,4754,1965,1965
84,66,56,0,9020,1982,1982
90,58,43,0,9750,1982,1982
100,0,98,0,10450,1983,2017
86,0,79,0,9100,1983,2017
82,0,81,0,11890,1983,2009
98,77,82,0,13037,2021,2021
94,56,54,0,860,2018,2018
92,0,88,0,2420,1927,2015
81,0,82,0,2420,1927,2015
86,0,86,0,2580,1927,2015
95,78,76,0,4270,1974,1974
93,76,74,0,5662,2006,2006
88,85,74,0,10419,2011,2011
98,77,81,0,10360,2012,2012
100,80,78,0,11116,2021,2021
100,77,83,0,12400,1989,1989
94,89,76,0,8544,2011,2011
98,76,81,0,10636,2015,2015
97,78,93,0,11116,2021,2021
93,81,85,0,12416,1990,1990
98,0,75,0,1024,1923,2012
85,0,38,0,5633,1961,1961
54,5,0,0,5145,1965,1965
44,0,67,0,2963,1965,2008
55,0,68,0,2072,1938,2008
44,0,64,1.42,1837,1947,2008
75,23,25,0,1870,1984,1984
59,0,68,0,1239,1956,1974
66,0,44,0,1165,1955,1974
87,0,43,0,1503,1953,1953
80,0,32,0,1072,1953,1953
85,0,93,0,2740,1927,2015
93,0,95,0,3313,1921,2015
77,0,89,0,3600,1921,2015
87,0,93,0,3870,1960,2015
43,0,50,0,2730,1959,2015
55,0,64,0,4253,1959,1997
78,0,67,0,2713,1927,1997
71,0,76,0,1655,1928,1997
89,0,83,0,1447,1970,1997
77,0,62,0,2307,1940,2005
72,0,63,0,2910,1940,2005
75,0,55,0,2937,1940,2005
80,0,59,0,2123,1955,2005
60,0,61,3.06,1650,1955,2005
100,0,77,0,2010,1955,2023
100,100,69,0,2545,2023,2023
84,0,87,0,2002,1948,2008
72,26,36,0,1010,2002,2002
97,0,89,0,1010,1968,2020
50,0,65,0,930,1937,2005
50,0,67,0,1190,1936,2005
83,68,45,0,1760,2014,2014
67,0,75,0,1906,1941,2005
68,0,75,0,2120,1939,2007
79,0,63,0,1780,1938,2007
81,0,70,0,1640,1939,2007
18,40,55,0,1500,1939,2007
2,50,52,0,1550,1939,2007
16,34,47,0,1727,1938,2007
71,0,78,0,1375,1929,1997
88,0,82,0,1673,1924,1997
83,0,21,0,2377,1924,2012
60,0,35,0,3668,1952,2001
64,0,46,0,5156,1953,2001
65,0,37,0,8000,1952,1973
85,0,89,0,4966,1984,2015
86,0,71,0,14650,1984,2016
86,0,81,0,14500,1989,2017
71,56,57,0,11353,1992,1992
99,0,93,0,890,1968,2020
99,0,95,0,830,1960,2020
92,65,60,0,4716,2002,2002
63,0,70,0,4666,1983,2006
61,0,54,0,4460,1983,2006
59,0,52,0,4250,1983,2006
66,0,53,0,4250,1983,2006
65,0,45,0,4250,1983,2006
94,79,60,0,3265,2002,2002
64,0,0,0,5666,1968,1968
90,79,51,0,4300,2018,2018
37,33,0,0,10750,1983,1983
19,0,0,0,8691,1981,1981
50,17,0,0,5500,1968,1968
89,70,52,0,4360,2018,2018
92,0,90,0,5441,1934,2018
91,0,92,0,5150,1963,2018
85,0,47,0,15150,1925,1964
55,0,24,0,18750,1950,2004
100,0,83,0,1820,1974,2022
37,0,47,0,2620,1938,1985
61,0,59,0,2230,1940,2002
57,0,58,0,2033,1940,2002
67,0,52,0,2700,1940,2002
60,0,44,0,3213,1938,1994
56,0,55,0,2345,1936,1994
47,0,51,0,1880,1936,1994
100,0,100,0,1210,1939,2021
45,56,50,0,12264,1989,1989
95,73,82,0,13200,2020,2020
37,45,51,0,18871,1989,1989
69,70,67,0,17867,1995,1995
68,71,78,0,10266,1994,1994
92,77,84,0,9362,1993,1993
87,76,75,0,9550,2012,2012
69,75,79,0,9107,2012,2012
67,75,69,0,9425,1993,1993
90,73,68,0,8610,1993,1993
92,63,75,0,4712,1998,2009
70,0,75,0,4540,1937,2005
69,0,66,0,3278,1974,2005
90,0,75,0,3080,1956,1991
99,0,94,0,2465,1961,2017
90,76,54,0,4666,2002,2002
96,80,59,0,4475,2002,2002
100,77,63,0,4150,2002,2002
93,80,57,0,4250,2002,2002
87,79,61,0,4250,2002,2002
42,0,56,0,4425,1983,2006
100,0,100,0,1210,1939,2021
98,0,95,0,1210,1939,2021
100,0,99,0,1223,1955,2021
88,0,82,0,1648,1943,2006
90,0,67,0,1610,1932,2011
73,0,41,0,1140,1932,2011
98,0,83,0,970,1955,2011
96,0,90,0,730,1955,2009
91,0,83,0,730,1955,2009
96,70,74,0,4186,1998,2009
71,0,73,0,3987,2002,2021
16,69,63,0,5050,2003,2003
56,71,61,0,5566,2003,2003
100,0,85,0,5171,2003,2021
100,0,85,0,5200,2003,2021
100,0,83,0,5200,1960,2021
100,0,97,0,4705,2000,2009
100,0,100,0,1263,2022,2022
96,0,84,0,2920,1978,2021
100,0,27,0,3138,2022,2022
79,80,61,0,3060,2006,2006
68,0,51,0,1050,1972,2007
80,28,32,0,1450,1972,1972
65,33,34,0,1317,1984,1984
100,0,85,0,2710,2003,2022
75,0,35,0,3438,1939,2008
87,0,87,1.33,2490,1939,2008
83,0,84,0,2067,1960,2008
81,0,43,0,5675,1988,2011
79,0,63,0,5100,1980,2011
89,0,47,1.36,16467,1960,2020
74,0,44,0,15300,1984,2012
74,0,55,0,21900,1984,2012
92,0,64,0,12316,1984,2022
56,0,67,0,13737,1983,2005
54,0,60,0,1110,1937,1996
55,0,63,0,1110,1937,1996
38,0,60,0,1730,1934,1993
88,70,78,0,2830,1970,1970
,0,,1.63,27550,1966,1966
93,0,83,0,730,1955,2009
97,0,85,0,730,1955,2009
92,0,72,3.34,730,1955,2009
94,0,87,1.65,910,1939,2009
93,0,87,0,1000,1939,2009
95,0,87,0,600,1939,2009
49,0,26,0,2010,1980,1980
74,36,43,0,1920,1980,1980
47,0,47,0,2143,1980,1980
100,0,95,0,2673,1932,2021
93,0,93,0,2077,1932,2013
91,0,91,0,2070,1933,2013
59,0,65,0,2070,1975,1995
53,0,60,0,3256,1975,1995
64,0,0,0,5167,1933,1974
40,0,0,0,3523,1932,2004
65,0,62,0,2370,1933,2004
51,0,62,0,2143,1932,2004
55,3,1,0,5433,1980,1980
69,3,9,0,5000,1980,1980
100,0,77,0,6600,1980,2022
63,11,3,0,5222,1991,1991
100,0,77,0,11100,1974,2022
100,0,77,0,13450,1931,2022
100,0,77,0,12400,1931,2022
100,0,77,0,10850,1931,2022
100,0,77,0,7450,1957,2022
87,63,57,0,3407,2000,2000
100,0,81,0,16700,1980,2004
71,0,0,0,17720,1925,1964
51,0,28,0,19500,1955,2012
72,0,50,2.05,19700,1940,2012
77,0,39,0,19522,1940,2012
62,0,52,0,9750,1940,2012
87,0,93,0,6244,1981,2018
89,0,90,0,4750,1981,2018
87,0,86,0,6630,1981,2018
91,0,41,0,9750,1940,2012
94,0,74,0,3925,1967,2018
70,0,75,2.34,3294,1938,2004
78,0,77,1.55,1800,1938,2004
82,0,60,0,1560,1938,2004
83,0,76,1.26,1327,1938,2004
98,0,95,0,1770,1931,2019
99,0,100,0,1770,1931,2019
99,0,98,0,1933,1931,2019
99,0,99,0,2600,1921,2019
55,0,74,0,2345,1932,2004
78,83,76,0,2347,1987,1987
91,0,94,0,2580,1933,2016
88,0,91,0,2580,1933,2016
92,0,93,0,2580,1933,2016
84,76,44,0,1969,1976,1976
27,72,54,0,3462,2005,2005
16,64,46,0,4280,2005,2005
87,0,86,0,4650,1975,2014
10,66,60,0,4066,2005,2005
75,59,48,0,6362,1988,1988
73,0,54,0,5600,1980,2011
73,15,22,0,5600,1980,1980
76,2,12,0,5350,1980,1980
100,0,77,0,6600,1980,2022
57,6,20,0,5578,1980,1980
100,0,77,0,6050,1974,2022
89,57,67,0,4675,2006,2006
100,0,77,0,3470,2000,2022
89,53,37,0,3531,2000,2000
91,67,73,0,18162,2021,2021
80,0,51,0,4135,1921,2014
65,0,30,0,3637,1921,2014
75,0,49,0,3370,1975,2005
98,0,97,0,2428,1975,2019
98,0,97,0,1545,1973,2019
86,0,87,0,1445,1973,2014
71,60,26,0,4440,1998,1998
98,0,97,0,1863,1930,2018
82,0,61,0,2142,1930,2016
24,66,55,0,4233,2005,2005
47,65,61,0,4120,2001,2001
57,76,53,0,3975,2001,2001
52,76,55,0,5375,1968,1968
83,0,91,0,6150,1968,2017
84,0,81,0,6800,1968,2017
53,72,62,0,6800,2000,2000
64,75,69,0,6443,1999,1999
68,69,60,0,6328,1998,1998
64,73,60,0,5400,1998,1998
89,0,86,0,26418,1973,2008
80,0,89,0,27055,1973,2008
75,0,85,0,26493,1973,2008
73,0,76,0,27255,1976,2009
88,0,86,0,31062,1976,2014
83,0,76,0,34958,1981,2014
87,0,78,0,36300,1981,2014
87,0,87,0,24159,1983,2014
87,0,85,0,13491,1983,2014
,0,,0,24150,1966,1966
100,60,66,0,12750,2021,2021
70,76,54,0,7928,2011,2011
75,77,59,0,8312,2011,2011
97,68,51,0,5158,2014,2014
98,0,89,0,2690,1966,2018
94,0,84,0,3100,1966,2017
93,0,90,0,3100,1966,2017
97,0,93,0,3100,1966,2017
92,0,73,0,2981,1966,2017
99,0,98,0,1838,1930,2018
98,0,96,0,1410,1930,2018
70,0,63,2.87,2250,1956,2013
88,0,83,0,2415,1956,2013
75,0,56,0,740,1955,1999
72,0,66,0,570,1956,1999
81,6,40,0,444,1954,1954
33,29,8,0,530,1950,1950
5,85,35,0,663,1950,1950
12,83,25,0,810,1950,1950
80,0,84,0,6475,1985,2011
75,0,81,0,7600,1985,2011
